Channel Number;Channel Name;Channel Type;Rx Frequency;Tx Frequency;Bandwidth (kHz);Colour Code;Timeslot;Contact;TG List;DMR ID;TS1_TA_Tx;TS2_TA_Tx ID;RX Tone;TX Tone;Squelch;Power;Rx Only;Zone Skip;All Skip;TOT;VOX;No Beep;No Eco;APRS;Latitude;Longitude;Use location
1; DB0GMN Grimmen;Analogue;145,575000;144,97500;12,5;;;;;None;;;None;88,5;Disabled;Master;No;No;No;495;Off;No;No;None;54,16240000;12,96740000;Yes
2; DO0RDG Ribnitz;Analogue;145,612500;145,01250;12,5;;;;;None;;;None;88,5;Disabled;Master;No;No;No;495;Off;No;No;None;54,26540000;12,56804000;Yes
3;#DO0RDG.Ribnitz;Digital;438,800000;431,20000;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;54,26540000;12,56804000;Yes
4;#DO0RDG Ribnitz;Analogue;439,012500;431,41250;12,5;;;;;None;;;None;88,5;Disabled;Master;No;No;No;495;Off;No;No;None;54,26540000;12,56804000;Yes
5;#DB0FHS Stralsu;Analogue;438,775000;431,17500;12,5;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;54,30910110;13,07699966;Yes
6;#DB0FHS.Stralsu;Digital;438,775000;431,17500;12,5;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;54,30910110;13,07699966;Yes
7;#DB0HGW Greifsw;Analogue;438,300000;430,70000;25;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;54,09550095;13,37699986;Yes
8;#DB0HGW.Greifsw;Digital;438,300000;430,70000;25;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;54,09550095;13,37699986;Yes
9; DB0GWD Greifsw;Analogue;145,675000;145,07500;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;54,08539963;13,39700031;Yes
10;#DM0HRO Rostock;Analogue;439,587500;431,98750;25,0;;;;;None;;;88,5;88,5;Disabled;Master;No;No;No;495;Off;No;No;None;54,12300000;12,20130000;Yes
11;#DM0HRO.Rostock;Digital;438,325000;430,72500;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;54,12300000;12,20130000;Yes
12;#DM0HRO Rostock;Analogue;439,350000;431,75000;12,5;;;;;None;;;None;88,5;Disabled;Master;No;No;No;495;Off;No;No;None;54,12300000;12,20130000;Yes
13; DB0RUG Bergen;Analogue;145,600000;145,00000;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;54,41849899;13,43299961;Yes
14;#DO0MAL Malchin;Analogue;438,600000;431,00000;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;53,77720000;12,72100000;Yes
15;#DB0OVP Lubmin;Analogue;438,350000;430,75000;12,5;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;54,12049100;13,54880000;Yes
16;#DB0OVP.Lubmin;Digital;438,350000;430,75000;12,5;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;54,12049100;13,54880000;Yes
17; DB0HRO Rostock;Analogue;145,775000;145,17500;12,5;;;;;None;;;None;88,5;Disabled;Master;No;No;No;495;Off;No;No;None;54,13949966;12,05090046;Yes
18;#DB0DBR Bad Dob;Analogue;439,375000;431,77500;12,5;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;54,09659958;11,90310001;Yes
19;#DB0DBR.Bad.Dob;Digital;439,375000;431,77500;12,5;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;54,09659958;11,90310001;Yes
20;#DM0RUG.Sagard;Digital;438,850000;431,25000;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;54,55360031;13,59370041;Yes
21;#DO0SMG Sagard;Analogue;439,400000;431,80000;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;54,55360031;13,59370041;Yes
22;#DB0WLG Wolgast;Analogue;438,650000;431,05000;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;54,04959869;13,76659966;Yes
23;#DM0VG Spanteko;Analogue;438,550000;430,95000;25;;;;;None;;;None;1750;Disabled;Master;No;No;No;495;Off;No;No;None;53,78340149;13,54199982;Yes
24;#DB0TDR Satow;Analogue;438,975000;431,37500;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;53,95489883;11,81040001;Yes
25; DB0KUE Kuehlun;Analogue;145,687500;145,08750;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;54,12889862;11,69830036;Yes
26;#DB0KUE Kuehlun;Analogue;439,050000;431,45000;12,5;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;54,12829971;11,69830036;Yes
27;#DB0NBB Neubran;Analogue;438,750000;431,15000;12,5;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;53,57600021;13,27460003;Yes
28; DB0NBB Neubran;Analogue;145,625000;145,02500;12,5;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;53,57559967;13,27460003;Yes
29;#DO0RM Roebel;Analogue;438,825000;431,22500;25;;;;;None;;;None;1750;Disabled;Master;No;No;No;495;Off;No;No;None;53,38793300;12,61345200;Yes
30;#DO0RM.Roebel/M;Digital;439,250000;431,65000;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;53,38793300;12,61345200;Yes
31;#DO0RM Roebel/M;Analogue;438,825000;431,22500;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;53,38793300;12,61345200;Yes
32;#DB0MSP Neustre;Analogue;438,675000;431,07500;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;53,36289978;13,06289959;Yes
33;#DO0HWI Wismar;Analogue;438,562500;430,96250;12,5;;;;;None;;;88,5;88,5;Disabled;Master;No;No;No;495;Off;No;No;None;53,90137200;11,41339200;Yes
34;#DM0SBG Strasbu;Analogue;438,700000;431,10000;12,5;;;;;None;;;None;88,5;Disabled;Master;No;No;No;495;Off;No;No;None;53,50610000;13,75090000;Yes
35;#DB0MIR Inning ;Analogue;439,300000;431,70000;25;;;;;None;;;None;123,0;Disabled;Master;No;No;No;495;Off;No;No;None;48,06250000;11,20829964;Yes
36;#DB0MIR.Inning.;Digital;438,737500;431,13750;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,06250000;11,20829964;Yes
37;#DB0SMU.Langerr;Digital;438,200000;430,60000;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,10280000;10,77070000;Yes
38;#DB0RTA.Gilchin;Digital;438,362500;430,76250;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,11050034;11,32419968;Yes
39;#DM0GER Germeri;Analogue;439,537500;431,93750;25;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,12450027;11,36330032;Yes
40;#DM0GER.Germeri;Digital;439,537500;431,93750;25;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,12450027;11,36330032;Yes
41;#DB0PUC.Puchhei;Digital;439,950000;430,55000;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,16320038;11,34220028;Yes
42;#DB0FOX Augsbur;Analogue;439,362500;431,76250;25,0;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;48,29809952;10,89750004;Yes
43; DB0TTB Hohenpe;Analogue;145,650000;145,05000;12,5;;;;;None;;;None;141,3;Disabled;Master;No;No;No;495;Off;No;No;None;47,80099869;11,01420021;Yes
44;#DB0TTB.Hohenpe;Digital;439,587500;431,98750;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;47,80099869;11,01420021;Yes
45;#DB0DM Mauerste;Analogue;439,400000;431,80000;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;47,88809967;10,67399979;Yes
46; DB0UV Muenchen;Analogue;433,175000;144,37500;25;;;;;None;;;123,0;123,0;Disabled;Master;No;No;No;495;Off;No;No;None;48,14339828;11,47459984;Yes
47;#DB0ROL Muenche;Analogue;439,237500;431,63750;25;;;;;None;;;141,3;;Disabled;Master;No;No;No;495;Off;No;No;None;48,09239960;11,49390030;Yes
48; DB0UA Augsburg;Analogue;145,637500;145,03750;25;;;;;None;;;None;88,5;Disabled;Master;No;No;No;495;Off;No;No;None;48,35589981;10,92420006;Yes
49;#DB0UA Augsburg;Analogue;438,675000;431,07500;25;;;;;None;;;None;88,5;Disabled;Master;No;No;No;495;Off;No;No;None;48,35609818;10,92420006;Yes
50;#DB0FDB Friedbe;Analogue;439,125000;431,52500;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;48,36449814;10,98540020;Yes
51;#DB0ULR Muenche;Analogue;439,325000;431,72500;25;;;;;None;;;None;123,0;Disabled;Master;No;No;No;495;Off;No;No;None;48,08689880;11,50349998;Yes
52;#DB0ZKA.Augsbur;Digital;439,562500;431,96250;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,37049866;10,89780045;Yes
53;#DB0PV Muenchen;Analogue;438,525000;430,92500;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;48,11259842;11,54510021;Yes
54;#DM0KF.Kaufbeur;Digital;438,275000;430,67500;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;47,87142200;10,61525000;Yes
55;#DB0TPS.Altomue;Digital;439,387500;431,78750;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,39189911;11,20689964;Yes
56;#DB0TVM.Muenche;Digital;439,800000;430,40000;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,17499924;11,55350018;Yes
57;#DB0NOT.Unterha;Digital;438,337500;430,73750;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,06794000;11,60862000;Yes
58;#DB0OSH Obersch;Analogue;438,250000;430,65000;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;48,24269867;11,54920006;Yes
59;#DB0NJ Muenchen;Analogue;438,775000;431,17500;12,5;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;48,12819000;11,61217000;Yes
60;#DB0NJ.Muenchen;Digital;439,437500;431,83750;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,12819000;11,61217000;Yes
61;#DB0LBB Murnau;Analogue;438,600000;431,00000;12,5;;;;;None;;;71,9;71,9;Disabled;Master;No;No;No;495;Off;No;No;None;47,68119812;11,19750023;Yes
62;#DM0WW.Bad.Kohl;Digital;439,850000;430,45000;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;47,66680145;11,05060005;Yes
63;#DM0WW Bad Kohl;Analogue;438,962500;431,36250;12,5;;;;;None;;;None;71,9;Disabled;Master;No;No;No;495;Off;No;No;None;47,66680145;11,05060005;Yes
64;#DB0MOD Ruderat;Analogue;438,825000;431,22500;25;;;;;None;;;None;123,0;Disabled;Master;No;No;No;495;Off;No;No;None;47,82519913;10,56630039;Yes
65;#DB0BZA Munich;Analogue;438,412500;430,81250;25;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,19089890;11,61079979;Yes
66;#DB0BZA.Munich;Digital;438,412500;430,81250;25;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,19089890;11,61079979;Yes
67;#DB0ISW Bad Toe;Analogue;438,650000;431,05000;25;;;;;None;;;None;141,3;Disabled;Master;No;No;No;495;Off;No;No;None;47,77080154;11,45829964;Yes
68;#DB0VM Muenchen;Analogue;438,975000;431,37500;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;48,19379130;11,61806010;Yes
69;#DB0UFO.Neubibe;Digital;438,312500;430,71250;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,07469940;11,67150021;Yes
70;#DB0ABX Oberamm;Analogue;439,137500;431,53750;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;47,60419846;11,12500000;Yes
71;#DB0EEE Erkheim;Analogue;439,250000;431,65000;25;;;;;None;;;None;136,5;Disabled;Master;No;No;No;495;Off;No;No;None;48,04150009;10,35350037;Yes
72;#DB0HKN.Holzkir;Digital;438,300000;430,70000;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;47,88430023;11,69849968;Yes
73;#DB0TOL Bad Toe;Analogue;438,725000;431,12500;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;47,76250076;11,59130001;Yes
74; DB0TOL Bad Toe;Analogue;145,712500;145,11250;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;47,76210022;11,59130001;Yes
75;#DB0EEE.Erkheim;Digital;438,550000;430,95000;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,03919983;10,32919979;Yes
76;#DM0QN.Vaterste;Digital;438,437500;430,83750;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,10570145;11,77540016;Yes
77;#DM0QN Munich-E;Analogue;432,850000;432,85000;12,5;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;48,10894300;11,77937500;Yes
78;#DM0QN Vaterste;Analogue;438,350000;430,75000;25;;;;;None;;;123,0;123,0;Disabled;Master;No;No;No;495;Off;No;No;None;48,10894300;11,77937500;Yes
79;#DB0OAL Tegelbe;Analogue;438,937500;431,33750;25;;;;;None;;;123,0;123,0;Disabled;Master;No;No;No;495;Off;No;No;None;47,55970001;10,77900028;Yes
80;#DB0CP Pfaffenh;Analogue;439,025000;431,42500;12,5;0;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,52080154;11,45829964;Yes
81;#DB0CP.Pfaffenh;Digital;439,025000;431,42500;12,5;0;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,52080154;11,45829964;Yes
82;#DB0OAL Tegelbe;Analogue;439,912500;430,51250;25;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;47,55390167;10,77280045;Yes
83;#DB0OAL.Tegelbe;Digital;439,912500;430,51250;25;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;47,55390167;10,77280045;Yes
84;#DB0BU.Burgau;Digital;439,925000;430,52500;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,42657900;10,42172500;Yes
85;#DM0GAP.Wank;Digital;439,012500;431,41250;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;47,50930023;11,14299965;Yes
86; DM0GAP Wank;Analogue;145,612500;145,01250;12,5;;;;;None;;;None;123,0;Disabled;Master;No;No;No;495;Off;No;No;None;47,50899887;11,14299965;Yes
87;#DM0MHD Pfaffen;Analogue;432,800000;432,80000;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;48,52310181;11,51809978;Yes
88;#DM0MHD Pfaffen;Analogue;438,487500;430,88750;25;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,52310181;11,51809978;Yes
89;#DM0MHD.Pfaffen;Digital;438,487500;430,88750;25;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,52310181;11,51809978;Yes
90;#DB0TC Freising;Analogue;438,812500;431,21250;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;48,40145400;11,74135240;Yes
91;#DB0ON Oberneuc;Analogue;439,162500;431,56250;25;;;;;None;;;None;100,0;Disabled;Master;No;No;No;495;Off;No;No;None;48,23649800;11,86850000;Yes
92;#DB0SVX Memming;Analogue;438,762500;431,16250;25;;;;;None;;;None;123,0;Disabled;Master;No;No;No;495;Off;No;No;None;47,98379898;10,18019962;Yes
93;#DB0PME.Gmund;Digital;439,825000;430,42500;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;47,75320053;11,77919960;Yes
94; DM0ZB Muenchen;Analogue;145,287500;145,28750;25;;;;;None;;;None;123,0;Disabled;Master;No;No;No;495;Off;No;No;None;48,02099991;11,92380047;Yes
95; DB0XF Holledau;Analogue;145,600000;145,00000;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;48,51829910;11,64990044;Yes
96;#DM0GZ Gundremm;Analogue;439,225000;431,62500;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;48,51309967;10,42029953;Yes
97;#DB0GRF Grafing;Analogue;438,912500;431,31250;12,5;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,06250000;11,95829964;Yes
98;#DB0GRF.Grafing;Digital;438,912500;431,31250;12,5;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,06250000;11,95829964;Yes
99;#DB0EBE Ebersbe;Analogue;439,037500;431,43750;12,5;;;;;None;;;123,0;123,0;Disabled;Master;No;No;No;495;Off;No;No;None;48,09014900;11,96138400;Yes
100;#DB0PM Hausham;Analogue;439,075000;431,47500;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;47,77090073;11,87500000;Yes
101; DB0EZ Erding;Analogue;145,337500;145,33750;25;;;;;None;;;None;67,0;Disabled;Master;No;No;No;495;Off;No;No;None;48,30170059;11,91450024;Yes
102;#DB0EZ Erding;Analogue;439,162500;431,56250;25;;;;;None;;;67,0;77,0;Disabled;Master;No;No;No;495;Off;No;No;None;48,30170059;11,91450024;Yes
103;#DB0TC Freising;Analogue;438,800000;431,20000;25;;;;;None;;;None;88,5;Disabled;Master;No;No;No;495;Off;No;No;None;48,43410110;11,81919956;Yes
104;#DB0FSG.Freisin;Digital;439,937500;430,53750;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,43410110;11,81919956;Yes
105;#DB0TC Freising;Analogue;438,125000;430,52500;25;;;;;None;;;88,5;;Disabled;Master;No;No;No;495;Off;No;No;None;48,43410110;11,81919956;Yes
106;#DB0ZU Zugspitz;Analogue;438,850000;431,25000;25;;;;;None;;;None;88,5;Disabled;Master;No;No;No;495;Off;No;No;None;47,42129898;10,98470020;Yes
107; DB0ZU Zugspitz;Analogue;145,725000;145,12500;25;;;;;None;;;67,0;88,5;Disabled;Master;No;No;No;495;Off;No;No;None;47,42100143;10,98480034;Yes
108;#DB0POB.Pobenha;Digital;439,075000;431,47500;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,65990067;11,38300037;Yes
109;#DM0RDT.Karlskr;Digital;439,825000;430,42500;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,68262900;11,44643300;Yes
110; DM0ZHS Isen;Analogue;145,237500;145,23750;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;48,20569992;12,05179977;Yes
111;#DB0DON.Donauwo;Digital;438,575000;430,97500;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,73329926;10,78929996;Yes
112; DB0DON Donauwo;Analogue;145,700000;145,10000;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;48,73360062;10,78929996;Yes
113;#DB0ED Obermail;Analogue;439,162500;431,56250;25;;;;;None;;;67,0;67,0;Disabled;Master;No;No;No;495;Off;No;No;None;48,28599930;12,03330040;Yes
114;#DB0ESS Gruente;Analogue;438,612500;431,01250;25;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;47,55419922;10,31669998;Yes
115;#DB0ESS.Gruente;Digital;438,612500;431,01250;25;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;47,55419922;10,31669998;Yes
116; DB0IN Ingolsta;Analogue;145,687500;145,08750;12,5;;;;;None;;;None;1750;Disabled;Master;No;No;No;495;Off;No;No;None;48,72499847;11,40750027;Yes
117;#DB0AU Bad Feil;Analogue;439,150000;431,55000;25,0;;;;;None;;;88,5;;Disabled;Master;No;No;No;495;Off;No;No;None;47,77328900;12,00946770;Yes
118;#DB0ROS.Rosenhe;Digital;438,575000;430,97500;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;47,93330000;12,13330000;Yes
119; DM0ULR Wendels;Analogue;145,787500;145,18750;25;;;;;None;;;141,3;141,3;Disabled;Master;No;No;No;495;Off;No;No;None;47,70389938;12,01259995;Yes
120;#DM0ULR Wendels;Analogue;439,337500;431,73750;12,5;;;;;None;;;141,3;141,3;Disabled;Master;No;No;No;495;Off;No;No;None;47,70389938;12,01259995;Yes
121;#DM0ESS Sonthof;Analogue;438,562500;430,96250;25;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;47,51200104;10,28030014;Yes
122;#DM0ESS.Sonthof;Digital;438,562500;430,96250;25;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;47,51200104;10,28030014;Yes
123;#DM0ESS Sonthof;Analogue;439,312500;431,71250;25;;;;;None;;;123,0;123,0;Disabled;Master;No;No;No;495;Off;No;No;None;47,51200104;10,28030014;Yes
124;#DM0ESS.Sonthof;Digital;439,950000;430,55000;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;47,51200104;10,28030014;Yes
125;#DB0TH Inning a;Analogue;439,162500;431,56250;25;;;;;None;;;67,0;250,3;Disabled;Master;No;No;No;495;Off;No;No;None;48,35639954;12,07549953;Yes
126;#DO0IN Ingolsta;Analogue;438,637500;431,03750;25,0;;;;;None;;;88,5;88,5;Disabled;Master;No;No;No;495;Off;No;No;None;48,76673950;11,42264980;Yes
127;#DM0FOX.Ingolst;Digital;439,862500;430,46250;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,76649857;11,42580032;Yes
128;#DM0ING.Ingolst;Digital;438,687500;431,08750;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,76906600;11,43851400;Yes
129; DB0FHR Rosenhe;Analogue;145,587500;144,98750;12,5;;;;;None;;;None;88,5;Disabled;Master;No;No;No;495;Off;No;No;None;47,86019000;12,13134000;Yes
130;#DB0AV Rosenhei;Analogue;439,100000;431,50000;12,5;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;47,86019000;12,13134000;Yes
131;#DM0ULM.Ulm;Digital;439,962500;430,56250;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,43170166;10,01780033;Yes
132; DB0TF Ulm;Analogue;145,675000;145,07500;12,5;;;;;None;;;67,0;67,0;Disabled;Master;No;No;No;495;Off;No;No;None;48,43199921;10,01780033;Yes
133;#DB0ZD Immensta;Analogue;439,000000;431,40000;25;;;;;None;;;None;1750;Disabled;Master;No;No;No;495;Off;No;No;None;47,52090073;10,20829964;Yes
134;#DB0ZD.Immensta;Digital;438,887500;431,28750;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;47,52090073;10,20829964;Yes
135;#DB0RDT Tauberf;Analogue;439,150000;431,55000;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;48,83250046;11,29279995;Yes
136;#DB0DN Dorfen;Analogue;439,162500;431,56250;25;;;;;None;;;None;123,0;Disabled;Master;No;No;No;495;Off;No;No;None;48,26290000;12,21700000;Yes
137;#DB0ULM.Univers;Digital;439,587500;431,98750;;2;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,41994100;9,94623000;Yes
138;#DB0ULM Ulm;Analogue;439,587500;431,98750;25;;;;;None;;;None;88,5;Disabled;Master;No;No;No;495;Off;No;No;None;48,42020035;9,94554996;Yes
139;#DB0TE Ulm;Analogue;438,900000;431,30000;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;48,43759918;9,95829964;Yes
140;#DB0BIB Biberac;Analogue;439,175000;431,57500;25;;;;;None;;;123,0;123,0;Disabled;Master;No;No;No;495;Off;No;No;None;48,09640121;9,81410027;Yes
141;#DB0ARD.Dornsta;Digital;438,450000;430,85000;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,46540070;9,94314957;Yes
142;#DB0EIC Eichsta;Analogue;439,175000;431,57500;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;48,89580154;11,20829964;Yes
143;#DM0FFL Landshu;Analogue;438,950000;431,35000;25;;;;;None;;;None;71,9;Disabled;Master;No;No;No;495;Off;No;No;None;48,52080154;12,12500000;Yes
144;#DB0HDH Heidenh;Analogue;438,425000;430,82500;12,5;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,68939972;10,16110039;Yes
145;#DB0HDH.Heidenh;Digital;438,425000;430,82500;12,5;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,68939972;10,16110039;Yes
146;#DB0HOB.Rosenhe;Digital;438,425000;430,82500;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;47,75030136;12,24720001;Yes
147;#DB0PE.Pfoerrin;Digital;438,462500;430,86250;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,81176000;11,69235900;Yes
148;#DB0WB Winterbe;Analogue;438,750000;431,15000;12,5;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;48,18194444;12,32833333;Yes
149;#DM0FFL.Landshu;Digital;439,875000;430,47500;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,56250000;12,12500000;Yes
150;#DB0OVL Landshu;Analogue;439,375000;431,77500;25;;;;;None;;;67,0;;Disabled;Master;No;No;No;495;Off;No;No;None;48,52249908;12,17169952;Yes
151; DB0LA Landshut;Analogue;145,762500;145,16250;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;48,54180145;12,16160011;Yes
152;#DB0TR Rosenhei;Analogue;438,700000;431,10000;12,5;;;;;None;;;None;88,5;Disabled;Master;No;No;No;495;Off;No;No;None;47,72919846;12,29170036;Yes
153;#DB0LC.Scheideg;Digital;439,375000;431,77500;;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;47,58250046;9,84953976;Yes
154;#DB0AA Aalen;Analogue;439,200000;431,60000;25;;;;;None;;;88,5;;Disabled;Master;No;No;No;495;Off;No;No;None;48,77080154;10,12500000;Yes
155;#DO0OKO Oberkoc;Analogue;438,787500;431,18750;25;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,78530121;10,10470009;Yes
156;#DO0OKO.Oberkoc;Digital;438,787500;431,18750;25;1;1;None;BM;None;APRS;APRS;;;;Master;No;No;No;495;Off;No;No;None;48,78530121;10,10470009;Yes
157;#DB0HEG Heidenh;Analogue;438,925000;431,32500;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;49,02080154;10,79170036;Yes
158;#DB0AMB Nennsli;Analogue;439,425000;431,82500;25;;;;;None;;;None;;Disabled;Master;No;No;No;495;Off;No;No;None;49,04539871;11,08730030;Yes
